experiment,dataset,method,target_dim,runs,elapsed_seconds_mean,elapsed_seconds_std,distance_rank_correlation_mean,distance_rank_correlation_std,knn_overlap_mean,knn_overlap_std,cosine_similarity_correlation_mean,cosine_similarity_correlation_std,estimated_flops_mean,estimated_flops_std,reconstruction_mse_mean,reconstruction_mse_std,relative_squared_error_mean,relative_squared_error_std,downstream_accuracy_mean,downstream_accuracy_std
text_bow,twenty_newsgroups_reproduction,dct,700,5,0.05449440000000001,0.0004883963963831025,0.2763384284949176,0.012591527963231115,0.4963714285714286,0.08042837350901803,0.6778250460706786,0.020021642751624193,145600000.0,0.0,0.00016281729040201753,0.0,0.8450202345848083,0.0,0.803125,0.0079107344404774
text_bow,twenty_newsgroups_reproduction,pca,10,5,0.06617840000000001,0.0016738372202815927,0.03749102601772746,0.017231871783915657,0.039485714285714284,0.004079415724470996,0.30360719015913024,0.019006967783109542,112000000.0,0.0,0.00018030631181318313,8.722411675738732e-09,0.9357880830764771,4.52861546546199e-05,0.8727678571428571,0.012547740466567158
text_bow,twenty_newsgroups_reproduction,pca,25,5,0.0823742,0.001654795383121429,0.08236543219938469,0.015634471217576953,0.06948571428571429,0.01038743353818469,0.40962877322331187,0.004788603522508491,280000000.0,0.0,0.000173148003523238,1.2749133494286784e-08,0.8986365318298339,6.616720610094362e-05,0.8745535714285714,0.014900285060963072
text_bow,twenty_newsgroups_reproduction,pca,50,5,0.0988342,0.0011029180205255496,0.11635574260678298,0.014557138935761467,0.12928571428571428,0.03254848816201227,0.48630888878433487,0.01779032307788172,560000000.0,0.0,0.0001635293330764398,1.0772158427804313e-08,0.8487157106399537,5.590393828985523e-05,0.8821428571428571,0.013197987052762938
text_bow,twenty_newsgroups_reproduction,pca,100,5,0.1382332,0.0012698576928144283,0.15691922388701324,0.004593911888223438,0.2575142857142857,0.04469904806546986,0.583800355425482,0.011240826537656887,1120000000.0,0.0,0.0001478770689573139,1.7085622733975036e-08,0.7674806237220764,8.8674768949775e-05,0.8892857142857145,0.01219330382477469
text_bow,twenty_newsgroups_reproduction,pca,200,5,0.2651176,0.027697077489150356,0.25225745343697514,0.011415734670390474,0.44159999999999994,0.04191608721418233,0.6449888161758963,0.02087648034839323,2240000000.0,0.0,0.00012381147244013845,6.479636968857381e-09,0.6425804138183594,3.363402170038708e-05,0.8973214285714286,0.009780759955449391
text_bow,twenty_newsgroups_reproduction,pca,400,5,0.33076160000000004,0.010031022591939475,0.34159871260116276,0.013245379081519845,0.4953714285714286,0.06041695937062568,0.6747256794042096,0.05015733212188091,4480000000.0,0.0,9.019721328513697e-05,7.904193413016712e-09,0.4681226909160614,4.103049711623842e-05,0.8973214285714286,0.00760240462764572
text_bow,twenty_newsgroups_reproduction,pca,700,5,0.6722556000000001,0.040565851104592904,0.4842710275596285,0.011203986942243147,0.5156571428571428,0.021222360175733805,0.6365151303719762,0.060569935265466064,7840000000.0,0.0,5.534877855097875e-05,6.12945282251894e-09,0.2872596502304077,3.180692617441968e-05,0.896875,0.012658434713176632
text_bow,twenty_newsgroups_reproduction,rp,10,5,0.013721999999999998,0.0023000964327610264,0.1643865403551233,0.025872258246968476,0.038457142857142856,0.001256493338702626,0.08313977098834816,0.012407749844353798,112000000.0,0.0,0.09462801814079284,0.0019474950792546218,491.11854248046876,10.107483163483787,0.3495535714285714,0.017722708251142163
text_bow,twenty_newsgroups_reproduction,rp,25,5,0.015958,0.0023032487490499153,0.23619972885630625,0.011781740376307973,0.21282857142857145,0.025348896043264776,0.14975931455808986,0.009925745584739389,280000000.0,0.0,0.038395893573760984,0.000252618750140422,199.2743347167969,1.3110908141797728,0.40982142857142856,0.019994817568355985
text_bow,twenty_newsgroups_reproduction,rp,50,5,0.017914,0.0003292992559967306,0.2762167819714576,0.012352121957100046,0.48574285714285714,0.06576267783415128,0.1961749856693608,0.025625248773445235,560000000.0,0.0,0.01922772452235222,0.00016572651863506888,99.79170989990234,0.8601177002462932,0.446875,0.01660810289083775
text_bow,twenty_newsgroups_reproduction,rp,100,5,0.0227964,0.0014570652147381743,0.29738421493414036,0.007511973833035761,0.5327142857142857,0.0829985001093885,0.2775423427183899,0.033380524807299944,1120000000.0,0.0,0.009663262777030468,4.736977177252873e-05,50.152243041992186,0.2458493739347647,0.5263392857142857,0.027786368427849005
