experiment,dataset,domain,condition,method,target_dim,seed,elapsed_seconds,distance_rank_correlation,knn_overlap,cosine_similarity_correlation,estimated_flops,reconstruction_mse,relative_squared_error,downstream_accuracy
text_bow,twenty_newsgroups_reproduction,text,text,srp,50,24533,0.029501,0.18113060254976635,0.24285714285714285,0.18363397549096602,560000000.0,0.019005868583917618,98.64027404785156,0.4263392857142857
text_bow,twenty_newsgroups_reproduction,text,text,srp,100,24533,0.034228,0.2837999774740828,0.5104285714285715,0.2560876130679096,1120000000.0,0.009290994144976139,48.22017288208008,0.5267857142857143
text_bow,twenty_newsgroups_reproduction,text,text,srp,200,24533,0.045588,0.2721765554485347,0.4537142857142857,0.35078547387311054,2240000000.0,0.004898845683783293,25.424962997436523,0.6361607142857143
text_bow,twenty_newsgroups_reproduction,text,text,srp,400,24533,0.067196,0.2846659240202833,0.5402857142857143,0.4180636941974679,4480000000.0,0.0024364376440644264,12.645089149475098,0.7455357142857143
text_bow,twenty_newsgroups_reproduction,text,text,srp,700,24533,0.098067,0.35576613119012623,0.5222857142857144,0.6709562120747843,7840000000.0,0.0013870111433789134,7.198575019836426,0.7700892857142857
text_bow,twenty_newsgroups_reproduction,text,text,pca,10,24533,0.065879,0.035672906541725426,0.04342857142857143,0.3181835551123087,112000000.0,0.00018029630882665515,0.9357361197471619,0.8928571428571429
text_bow,twenty_newsgroups_reproduction,text,text,pca,25,24533,0.081873,0.07645404084087754,0.06242857142857143,0.4135462651339384,280000000.0,0.00017316841694992036,0.8987424969673157,0.8705357142857143
text_bow,twenty_newsgroups_reproduction,text,text,pca,50,24533,0.097454,0.10392827865545679,0.09871428571428573,0.4643514888744126,560000000.0,0.00016352582315448672,0.8486975431442261,0.8883928571428571
text_bow,twenty_newsgroups_reproduction,text,text,pca,100,24533,0.136444,0.15616690607601122,0.29542857142857143,0.5839705044860548,1120000000.0,0.00014786836982239038,0.7674354910850525,0.9107142857142857
text_bow,twenty_newsgroups_reproduction,text,text,pca,200,24533,0.310424,0.2623338020919928,0.3995714285714286,0.6281778034480581,2240000000.0,0.00012381697888486087,0.6426090002059937,0.8861607142857143
text_bow,twenty_newsgroups_reproduction,text,text,pca,400,24533,0.332532,0.3467154278564639,0.4161428571428571,0.7273161596282837,4480000000.0,9.019558638101444e-05,0.4681142568588257,0.8973214285714286
text_bow,twenty_newsgroups_reproduction,text,text,pca,700,24533,0.654736,0.4831236390077274,0.514,0.6467677866996732,7840000000.0,5.534520823857747e-05,0.287241131067276,0.8883928571428571
text_bow,twenty_newsgroups_reproduction,text,text,dct,10,24533,0.053905,-0.11107749206734326,0.019285714285714285,0.21821477825140698,145600000.0,0.00019100416102446616,0.9913098216056824,0.375
text_bow,twenty_newsgroups_reproduction,text,text,dct,25,24533,0.053598,0.0062612239567617425,0.027571428571428566,0.30971904997677185,145600000.0,0.0001903191296150908,0.9877545237541199,0.49776785714285715
text_bow,twenty_newsgroups_reproduction,text,text,dct,50,24533,0.054337,0.13471102937064933,0.12657142857142858,0.3502398373024919,145600000.0,0.00018923352763522416,0.9821202754974365,0.4955357142857143
text_bow,twenty_newsgroups_reproduction,text,text,dct,100,24533,0.055231,0.16276470509234875,0.347,0.3955520781304172,145600000.0,0.0001871556742116809,0.9713362455368042,0.578125
text_bow,twenty_newsgroups_reproduction,text,text,dct,200,24533,0.053777,0.17699826974989183,0.4424285714285714,0.48812956404608354,145600000.0,0.00018300632655154914,0.9498011469841003,0.71875
text_bow,twenty_newsgroups_reproduction,text,text,dct,400,24533,0.054367,0.2508037525889727,0.5735714285714286,0.5770561426580814,145600000.0,0.00017482512339483947,0.9073407649993896,0.7566964285714286
text_bow,twenty_newsgroups_reproduction,text,text,dct,700,24533,0.055259,0.2597969455510324,0.4692857142857143,0.7080992988489667,145600000.0,0.00016281729040201753,0.8450202345848083,0.8080357142857143
